opportunity_code;company_code;contact_code;description;amount_eur;legacy_status;opened_on;expected_close_on;historical_campaign_code;fair_edition_code;stand_area_sqm;client_budget_eur;requested_height_m;brief_notes
OP006513;CO006448;CO006448-P02;Modular stand with new graphics;156000,00;QUALIFIED;13/05/2026;24/10/2026;CMP-2025-REF;LIVING-2026;240,00;171600,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006514;CO004367;CO004367-P02;Custom stand for product launch;22400,00;OPEN;22/04/2026;17/10/2026;CMP-2025-EVENT;FOOD-2026;64,00;22400,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006515;CO002286;CO002286-P01;Corner stand with demonstration counter;40800,00; proposal ;03/04/2026;10/05/2027;CMP-2025-REF;BEAUTY-2027;96,00;44880,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006516;CO000205;CO000205-P01;Custom stand for product launch;33600,00; qualified ;14/06/2026;07/09/2027;;PACK-2027;96,00;33600,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006517;CO008124;CO008124-P01;Two-brand stand with shared reception;20800,00; proposal ;22/04/2026;02/10/2027;CMP-2026-OUT;LIVING-2027;32,00;20800,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006518;CO006043;CO006043-P01;Exhibition stand with lockable storage;41600,00; qualified ;20/08/2026;12/10/2027;CMP-2024-WEB;FOOD-2027;64,00;41600,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006519;CO003962;CO003962-P01;Stand refurbishment and installation;64000,00;Lost;05/11/2023;30/05/2024;CMP-2025-EVENT;BEAUTY-2024;80,00;;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006520;CO001881;CO001881-P01;Reuse of last edition's stand;16000,00;WON;05/07/2024;17/09/2024;;PACK-2024;32,00;14400,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006521;CO009800;CO009800-P03;Island stand for distributor meetings;84000,00;WON;23/04/2024;26/10/2024;CMP-2025-REF;LIVING-2024;240,00;92400,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006522;CO007719;CO007719-P01;Exhibition stand with lockable storage;80000,00;Lost;25/06/2024;20/10/2024;CMP-2025-REF;FOOD-2024;160,00;72000,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006523;CO005638;CO005638-P02;Two-brand stand with shared reception;33600,00; lost ;24/02/2025;01/05/2025;CMP-2024-WEB;BEAUTY-2025;96,00;30240,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006524;CO003557;CO003557-P03;Custom stand for product launch;64000,00;Lost;31/01/2025;16/09/2025;CMP-2024-WEB;PACK-2025;80,00;70400,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006525;CO001476;CO001476-P01;Corner stand with demonstration counter;32000,00; lost ;23/05/2025;;CMP-2026-OUT;LIVING-2025;64,00;28800,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006526;CO009395;CO009395-P02;Corner stand with demonstration counter;48000,00; lost ;04/06/2025;29/10/2025;CMP-2025-REF;FOOD-2025;96,00;52800,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006527;CO007314;CO007314-P01;Exhibition stand with lockable storage;8400,00; lost ;16/11/2025;11/05/2026;CMP-2025-EVENT;BEAUTY-2026;24,00;7560,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006528;CO005233;;Island stand for distributor meetings;15600,00; proposal ;17/05/2026;25/08/2026;CMP-2025-REF;PACK-2026;24,00;17160,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006529;CO003152;CO003152-P02;Exhibition stand with lockable storage;15600,00;WON;12/05/2026;07/10/2026;;LIVING-2026;24,00;17160,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006530;CO001071;CO001071-P01;Exhibition stand with lockable storage;34000,00; lost ;22/08/2026;20/10/2026;;FOOD-2026;80,00;37400,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006531;CO008990;CO008990-P01;Stand refurbishment and installation;40800,00; qualified ;28/05/2026;29/05/2027;CMP-2025-REF;BEAUTY-2027;96,00;36720,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006532;CO006909;CO006909-P01;Corner stand with demonstration counter;22400,00; lost ;13/06/2026;02/09/2027;CMP-2025-EVENT;PACK-2027;64,00;22400,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006533;CO004828;CO004828-P02;Corner stand with demonstration counter;41600,00;Qualified;27/05/2026;19/10/2027;;LIVING-2027;64,00;41600,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006534;CO002747;CO002747-P01;Corner stand with demonstration counter;80000,00;QUALIFIED;20/06/2026;09/10/2027;CMP-2024-WEB;FOOD-2027;160,00;72000,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006535;CO000666;CO000666-P01;Exhibition stand with lockable storage;78000,00;WON;20/01/2024;11/05/2024;CMP-2025-REF;BEAUTY-2024;120,00;78000,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006536;CO008585;CO008585-P03;Stand refurbishment and installation;8400,00; lost ;11/06/2024;09/09/2024;CMP-2026-OUT;PACK-2024;24,00;7560,00;;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006537;CO006504;CO006504-P01;Corner stand with demonstration counter;28000,00;WON;12/04/2024;07/10/2024;CMP-2025-REF;LIVING-2024;80,00;28000,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006538;CO004423;CO004423-P01;Island stand for distributor meetings;40000,00; lost ;25/04/2024;20/10/2024;;FOOD-2024;80,00;44000,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006539;CO002342;CO002342-P03;Exhibition stand with lockable storage;51200,00;Won;28/09/2024;09/05/2025;CMP-2024-WEB;BEAUTY-2025;64,00;51200,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006540;CO000261;CO000261-P01;Two-brand stand with shared reception;10200,00;WON;09/04/2025;18/09/2025;CMP-2026-OUT;PACK-2025;24,00;11220,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006541;CO008180;CO008180-P02;Two-brand stand with shared reception;34000,00;WON;09/06/2025;28/10/2025;;LIVING-2025;80,00;37400,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006542;CO006099;CO006099-P01;Corner stand with demonstration counter;11200,00;Won;08/06/2025;12/10/2025;CMP-2024-WEB;FOOD-2025;32,00;10080,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006543;CO004018;CO004018-P02;Stand refurbishment and installation;62400,00; lost ;05/10/2025;02/06/2026;CMP-2026-OUT;BEAUTY-2026;96,00;56160,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006544;CO001937;CO001937-P02;Corner stand with demonstration counter;20800,00;Open;10/07/2026;21/08/2026;CMP-2025-EVENT;PACK-2026;32,00;22880,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006545;CO009856;;Custom stand for product launch;11200,00; lost ;26/02/2026;27/10/2026;CMP-2024-WEB;LIVING-2026;32,00;12320,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006546;CO007775;CO007775-P01;Custom stand for product launch;68000,00; open ;31/03/2026;10/10/2026;CMP-2025-EVENT;FOOD-2026;160,00;74800,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006547;CO005694;CO005694-P01;Two-brand stand with shared reception;10200,00; lost ;02/03/2026;21/05/2027;CMP-2026-OUT;BEAUTY-2027;24,00;10200,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006548;CO003613;CO003613-P01;Modular stand with new graphics;38400,00;WON;10/07/2026;22/08/2027;CMP-2025-REF;PACK-2027;48,00;38400,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006549;CO001532;CO001532-P01;Custom stand for product launch;16000,00;Qualified;26/04/2026;17/10/2027;CMP-2024-WEB;LIVING-2027;;14400,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006550;CO009451;CO009451-P01;Reuse of last edition's stand;42000,00; lost ;20/07/2026;20/11/2027;;FOOD-2027;120,00;42000,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006551;CO007370;CO007370-P03;Island stand for distributor meetings;62400,00; lost ;14/03/2024;05/06/2024;CMP-2025-EVENT;BEAUTY-2024;96,00;56160,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006552;CO005289;CO005289-P01;Stand refurbishment and installation;51000,00;WON;20/02/2024;21/08/2024;CMP-2026-OUT;PACK-2024;120,00;51000,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006553;CO003208;CO003208-P02;Corner stand with demonstration counter;64000,00;Lost;06/04/2024;26/09/2024;;LIVING-2024;80,00;57600,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006554;CO001127;CO001127-P03;Modular stand with new graphics;19200,00;Won;26/03/2024;;;FOOD-2024;24,00;19200,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006555;CO009046;CO009046-P02;Exhibition stand with lockable storage;78000,00;WON;22/01/2025;01/05/2025;;BEAUTY-2025;120,00;70200,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006556;CO006965;CO006965-P02;Modular stand with new graphics;38400,00; lost ;13/04/2025;29/08/2025;CMP-2025-REF;PACK-2025;48,00;34560,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006557;CO004884;CO004884-P01;Reuse of last edition's stand;28000,00; lost ;27/03/2025;11/10/2025;CMP-2024-WEB;LIVING-2025;80,00;25200,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006558;CO002803;CO002803-P01;Stand refurbishment and installation;102000,00;Lost;27/04/2025;26/10/2025;CMP-2025-EVENT;FOOD-2025;240,00;112200,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006559;CO000722;CO000722-P02;Island stand for distributor meetings;34000,00;WON;07/02/2026;07/05/2026;CMP-2026-OUT;BEAUTY-2026;80,00;37400,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006560;CO008641;CO008641-P01;Exhibition stand with lockable storage;8400,00;QUALIFIED;17/03/2026;11/09/2026;CMP-2024-WEB;PACK-2026;24,00;;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006561;CO006560;CO006560-P01;Island stand for distributor meetings;15600,00;Open;31/07/2026;16/09/2026;CMP-2025-REF;LIVING-2026;24,00;14040,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006562;CO004479;;Corner stand with demonstration counter;40000,00;OPEN;28/04/2026;29/10/2026;CMP-2026-OUT;FOOD-2026;80,00;36000,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006563;CO002398;CO002398-P02;Stand refurbishment and installation;34000,00;OPEN;17/08/2026;11/05/2027;CMP-2026-OUT;BEAUTY-2027;80,00;30600,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006564;CO000317;CO000317-P01;Modular stand with new graphics;22400,00;Won;02/05/2026;02/10/2027;CMP-2025-EVENT;PACK-2027;64,00;22400,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006565;CO008236;CO008236-P02;Island stand for distributor meetings;52000,00;Lost;09/03/2026;18/10/2027;CMP-2025-EVENT;LIVING-2027;80,00;57200,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006566;CO006155;CO006155-P03;Modular stand with new graphics;8400,00; open ;10/03/2026;04/11/2027;CMP-2024-WEB;FOOD-2027;24,00;8400,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP006567;CO004074;CO004074-P01;Custom stand for product launch;56000,00; lost ;01/01/2024;04/05/2024;CMP-2025-EVENT;BEAUTY-2024;160,00;50400,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006568;CO001993;CO001993-P01;Exhibition stand with lockable storage;11200,00;Lost;31/05/2024;24/09/2024;CMP-2025-EVENT;PACK-2024;32,00;11200,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006569;CO009912;CO009912-P01;Two-brand stand with shared reception;28000,00; lost ;25/03/2024;06/10/2024;CMP-2024-WEB;LIVING-2024;80,00;25200,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006570;CO007831;CO007831-P01;Exhibition stand with lockable storage;40800,00;Won;25/03/2024;14/11/2024;CMP-2024-WEB;FOOD-2024;96,00;40800,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP006571;CO005750;CO005750-P02;Modular stand with new graphics;32000,00;Won;19/01/2025;05/06/2025;CMP-2025-EVENT;BEAUTY-2025;64,00;28800,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006572;CO003669;CO003669-P01;Exhibition stand with lockable storage;192000,00;WON;31/01/2025;09/09/2025;;PACK-2025;240,00;192000,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006573;CO001588;CO001588-P02;Island stand for distributor meetings;38400,00;Won;09/08/2025;23/10/2025;CMP-2024-WEB;LIVING-2025;48,00;34560,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP006574;CO009507;CO009507-P01;Two-brand stand with shared reception;25600,00; lost ;08/08/2025;26/10/2025;CMP-2025-REF;FOOD-2025;32,00;23040,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP006575;CO007426;CO007426-P02;Reuse of last edition's stand;120000,00;WON;30/09/2025;24/05/2026;CMP-2024-WEB;BEAUTY-2026;240,00;132000,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006576;CO005345;CO005345-P01;Modular stand with new graphics;48000,00;Qualified;16/06/2026;03/10/2026;CMP-2025-REF;PACK-2026;96,00;48000,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006577;CO003264;CO003264-P01;Modular stand with new graphics;42000,00;Proposal;20/02/2026;12/10/2026;CMP-2026-OUT;LIVING-2026;120,00;37800,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP006578;CO001183;CO001183-P01;Corner stand with demonstration counter;32000,00;Open;10/08/2026;04/11/2026;;FOOD-2026;64,00;32000,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP006579;CO009102;;Reuse of last edition's stand;27200,00; open ;05/08/2026;24/05/2027;CMP-2026-OUT;BEAUTY-2027;64,00;24480,00;;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
